"Vaccine","Geography Type","Geography","FIPS","Season/Survey Year","Month","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","5","Age","18-49 Years","32.2","31.0 to 33.4","12260"
"Seasonal Influenza","HHS Regions/National","Region 8","108","2024-25","7","Age","18-49 Years at High Risk","NR †","NR †","2342"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age",">=6 Months","1.2","0.9 to 1.5","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age",">=6 Months","4.0","3.5 to 4.5","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age",">=6 Months","12.9","11.9 to 13.9","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age",">=6 Months","25.6","24.3 to 26.9","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age",">=6 Months","33.8","32.2 to 35.4","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age",">=6 Months","36.9","35.2 to 38.6","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age",">=6 Months","39.7","37.8 to 41.6","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age",">=6 Months","41.5","39.6 to 43.4","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age",">=6 Months","42.6","40.7 to 44.5","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age",">=6 Months","43.5","41.6 to 45.4","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age",">=6 Months","43.9","42.0 to 45.8","17723"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","6 Months - 17 Years","2.5","1.9 to 3.1","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","6 Months - 17 Years","7.2","6.2 to 8.2","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","6 Months - 17 Years","15.9","14.5 to 17.3","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","6 Months - 17 Years","31.0","29.2 to 32.8","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","6 Months - 17 Years","40.2","38.2 to 42.2","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","6 Months - 17 Years","43.9","41.8 to 46.0","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","6 Months - 17 Years","47.2","45.1 to 49.3","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","6 Months - 17 Years","49.5","47.4 to 51.6","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","6 Months - 17 Years","50.9","48.7 to 53.1","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","6 Months - 17 Years","52.3","50.0 to 54.6","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","6 Months - 17 Years","52.9","50.5 to 55.3","8159"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","6 Months - 4 Years","3.1","1.8 to 4.4","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","6 Months - 4 Years","8.6","6.6 to 10.6","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","6 Months - 4 Years","18.0","15.3 to 20.7","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","6 Months - 4 Years","33.5","30.0 to 37.0","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","6 Months - 4 Years","43.7","39.9 to 47.5","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","6 Months - 4 Years","48.0","44.1 to 51.9","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","6 Months - 4 Years","51.9","48.0 to 55.8","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","6 Months - 4 Years","55.3","51.2 to 59.4","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","6 Months - 4 Years","57.7","53.5 to 61.9","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","6 Months - 4 Years","59.2","54.7 to 63.7","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","6 Months - 4 Years","60.2","55.5 to 64.9","2776"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","5-12 Years","2.5","1.6 to 3.4","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","5-12 Years","7.0","5.6 to 8.4","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","5-12 Years","16.1","14.1 to 18.1","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","5-12 Years","32.7","30.0 to 35.4","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","5-12 Years","41.1","38.2 to 44.0","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","5-12 Years","44.8","41.8 to 47.8","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","5-12 Years","48.6","45.5 to 51.7","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","5-12 Years","51.0","47.8 to 54.2","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","5-12 Years","52.2","49.0 to 55.4","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","5-12 Years","54.0","50.5 to 57.5","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","5-12 Years","54.4","50.9 to 57.9","3302"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","13-17 Years","2.0","1.1 to 2.9","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","13-17 Years","6.5","4.8 to 8.2","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","13-17 Years","13.9","11.5 to 16.3","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","13-17 Years","26.1","22.9 to 29.3","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","13-17 Years","35.8","32.2 to 39.4","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","13-17 Years","39.0","35.4 to 42.6","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","13-17 Years","40.9","37.2 to 44.6","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","13-17 Years","42.3","38.5 to 46.1","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","13-17 Years","43.2","39.4 to 47.0","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","13-17 Years","43.7","39.8 to 47.6","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","13-17 Years","44.2","40.3 to 48.1","2081"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age",">=18 Years","NR †","NR †","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age",">=18 Years","2.5","1.9 to 3.1","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age",">=18 Years","11.5","10.1 to 12.9","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age",">=18 Years","23.2","21.4 to 25.0","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age",">=18 Years","31.0","28.8 to 33.2","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age",">=18 Years","33.8","31.4 to 36.2","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age",">=18 Years","36.4","33.9 to 38.9","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age",">=18 Years","37.9","35.4 to 40.4","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age",">=18 Years","38.9","36.4 to 41.4","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age",">=18 Years","39.6","37.1 to 42.1","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age",">=18 Years","39.9","37.4 to 42.4","9564"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","18-64 Years","NR †","NR †","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","18-64 Years","2.2","1.4 to 3.0","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","18-64 Years","8.8","7.2 to 10.4","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","18-64 Years","17.2","15.2 to 19.2","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","18-64 Years","24.7","22.2 to 27.2","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","18-64 Years","27.5","24.8 to 30.2","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","18-64 Years","29.3","26.4 to 32.2","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","18-64 Years","30.7","27.8 to 33.6","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","18-64 Years","31.7","28.8 to 34.6","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","18-64 Years","32.4","29.3 to 35.5","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","18-64 Years","32.8","29.7 to 35.9","5232"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","18-64 Years at High Risk","NR †","NR †","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","18-64 Years at High Risk","NR †","NR †","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","18-64 Years at High Risk","9.1","6.0 to 12.2","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","18-64 Years at High Risk","20.7","16.4 to 25.0","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","18-64 Years at High Risk","30.1","24.6 to 35.6","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","18-64 Years at High Risk","34.7","28.8 to 40.6","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","18-64 Years at High Risk","38.5","32.0 to 45.0","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","18-64 Years at High Risk","40.7","34.2 to 47.2","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","18-64 Years at High Risk","42.6","36.1 to 49.1","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","18-64 Years at High Risk","43.0","36.5 to 49.5","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","18-64 Years at High Risk","43.7","37.2 to 50.2","1395"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","18-64 Years not at High Risk","0.7","0.3 to 1.1","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","18-64 Years not at High Risk","1.6","1.0 to 2.2","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","18-64 Years not at High Risk","8.8","6.8 to 10.8","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","18-64 Years not at High Risk","16.3","13.9 to 18.7","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","18-64 Years not at High Risk","23.1","20.2 to 26.0","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","18-64 Years not at High Risk","25.1","22.0 to 28.2","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","18-64 Years not at High Risk","26.3","23.0 to 29.6","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","18-64 Years not at High Risk","27.5","24.2 to 30.8","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","18-64 Years not at High Risk","28.1","24.8 to 31.4","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","18-64 Years not at High Risk","29.0","25.5 to 32.5","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","18-64 Years not at High Risk","29.3","25.6 to 33.0","3740"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","18-49 Years","NR †","NR †","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","18-49 Years","2.3","1.3 to 3.3","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","18-49 Years","8.7","6.5 to 10.9","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","18-49 Years","15.7","13.2 to 18.2","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","18-49 Years","22.1","19.0 to 25.2","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","18-49 Years","24.4","21.1 to 27.7","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","18-49 Years","26.2","22.7 to 29.7","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","18-49 Years","26.7","23.2 to 30.2","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","18-49 Years","27.4","23.9 to 30.9","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","18-49 Years","28.3","24.6 to 32.0","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","18-49 Years","28.7","25.0 to 32.4","3261"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","18-49 Years at High Risk","NR †","NR †","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","18-49 Years at High Risk","NR †","NR †","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","18-49 Years at High Risk","NR †","NR †","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","18-49 Years at High Risk","16.1","10.2 to 22.0","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","18-49 Years at High Risk","24.7","16.9 to 32.5","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","18-49 Years at High Risk","28.6","20.0 to 37.2","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","18-49 Years at High Risk","33.0","23.2 to 42.8","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","18-49 Years at High Risk","33.9","24.1 to 43.7","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","18-49 Years at High Risk","35.5","25.7 to 45.3","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","4","Age","18-49 Years at High Risk","35.5","25.7 to 45.3","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","5","Age","18-49 Years at High Risk","36.0","26.2 to 45.8","606"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","7","Age","18-49 Years not at High Risk","NR †","NR †","2588"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","8","Age","18-49 Years not at High Risk","1.7","0.9 to 2.5","2588"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","9","Age","18-49 Years not at High Risk","9.0","6.6 to 11.4","2588"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","10","Age","18-49 Years not at High Risk","15.8","13.1 to 18.5","2588"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","11","Age","18-49 Years not at High Risk","21.9","18.6 to 25.2","2588"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","12","Age","18-49 Years not at High Risk","23.5","20.0 to 27.0","2588"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","1","Age","18-49 Years not at High Risk","24.9","21.2 to 28.6","2588"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","2","Age","18-49 Years not at High Risk","25.3","21.6 to 29.0","2588"
"Seasonal Influenza","HHS Regions/National","Region 9","109","2024-25","3","Age","18-49 Years not at High Risk","25.9","22.2 to 29.6","2588"
